Rk,Player,Age,Team,Lg,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Pos,Awards,Player-additional
259,Kyren Paris,23,LAA,AL,140,-3,1,0,3,1,2,0.3,5,7,0.7,0.505,0.501,0.4,0.5,4,84/H7D,,parisky01
260,Graham Pauley*,24,MIA,NL,184,-3,-1,1,4,1,1,0.1,6,7,0.7,0.502,0.501,0.3,0.5,3,5/438,,paulegr01
261,Gavin Sheets*,29,SDP,NL,545,2,-1,1,-3,-8,-10,-1.1,19,8,0.7,0.493,0.493,1.0,-1.2,11,7DH3,,sheetga01
262,Spencer Steer,27,CIN,NL,568,-5,-1,-2,4,-8,-11,-1.2,19,8,0.7,0.492,0.493,0.3,-0.4,4,*3D7/H9,,steersp01
263,Eli White,31,ATL,NL,271,-3,1,1,4,-4,-2,-0.2,9,8,0.7,0.498,0.499,0.3,0.0,3,97H/D83,,whiteel04
264,Nick Fortes,28,2TM,2LG,242,-5,-1,0,1,5,-1,-0.1,8,7,0.7,0.499,0.500,0.6,0.6,6,2H/D,,forteni01
264,Nick Fortes,28,MIA,NL,141,-5,0,0,2,3,0,0.0,5,5,0.4,0.500,0.500,0.2,0.5,3,2/HD,,forteni01
264,Nick Fortes,28,TBR,AL,101,0,-1,0,-1,2,-1,-0.1,3,3,0.3,0.498,0.500,0.4,0.1,4,2/HD,,forteni01
265,Luisangel Acuña,23,NYM,NL,193,-9,3,0,4,2,-1,-0.1,7,6,0.6,0.500,0.500,0.2,0.6,2,4H/658,,acunajo01
266,Nick Allen,26,ATL,NL,416,-24,-1,-1,12,7,-7,-0.7,14,8,0.6,0.495,0.496,-0.6,2.0,-4,*6/4H,,allenni02
267,Will Benson*,27,CIN,NL,253,-5,0,0,6,-2,-2,-0.2,9,7,0.6,0.498,0.499,0.0,0.4,1,97H8/D,,bensowi01
268,Zach Cole*,24,HOU,AL,52,2,1,0,1,0,4,0.4,2,6,0.6,0.526,0.502,0.5,0.1,5,/798H,,coleza01
269,Jonny DeLuca,26,TBR,AL,59,1,1,0,1,0,4,0.4,2,6,0.6,0.520,0.502,0.5,0.2,5,8/HD,,delucjo01
270,Andy Ibáñez,32,DET,AL,193,-4,0,0,4,1,0,0.0,7,6,0.6,0.500,0.500,0.2,0.5,2,5H4/3D67,,ibanean01
271,Bryce Johnson#,29,SDP,NL,84,3,0,0,1,-1,4,0.4,3,6,0.6,0.507,0.502,0.5,0.0,5,78H9,,johnsbr03
272,DJ LeMahieu,36,NYY,AL,142,-1,0,-1,1,1,1,0.1,5,6,0.6,0.502,0.501,0.5,0.2,5,4/H,,lemahdj01
273,Royce Lewis,26,MIN,AL,403,-7,0,-1,-2,2,-7,-0.7,14,6,0.6,0.493,0.495,0.8,0.0,8,5/DH,,lewisro02
274,Joey Loperfido*,26,TOR,AL,104,6,-1,0,-2,-1,2,0.2,4,6,0.6,0.505,0.501,0.8,-0.3,8,7H/9,,loperjo01
275,Casey Schmitt,26,SFG,NL,348,0,-1,0,-5,1,-5,-0.5,12,7,0.6,0.495,0.497,1.1,-0.4,12,453/H6D,,schmica01
276,Ezequiel Tovar,23,COL,NL,390,-9,-1,0,-2,5,-7,-0.7,13,7,0.6,0.493,0.496,0.8,0.3,9,6,,tovarez01
277,Christian Vázquez,34,MIN,AL,214,-11,-1,0,6,4,-1,-0.1,7,6,0.6,0.498,0.499,0.0,1.1,0,2/H,,vazquch01
278,Matt Wallner*,27,MIN,AL,392,6,-2,0,-6,-4,-7,-0.7,13,6,0.6,0.493,0.495,1.2,-1.1,12,9D/H,,wallnma01
279,Jose Altuve,35,HOU,AL,654,8,-1,-2,-18,-4,-17,-1.7,22,6,0.5,0.489,0.489,2.3,-2.2,24,4D7/H,,altuvjo01
280,Moisés Ballesteros*,21,CHC,NL,66,4,0,0,0,-2,3,0.3,2,5,0.5,0.515,0.502,0.5,-0.2,5,D/H32,,ballemo01
281,Joey Bart,28,PIT,NL,332,0,-4,-2,-5,5,-5,-0.6,11,6,0.5,0.494,0.497,1.1,0.0,11,2/HD,,bartjo01
282,Alexander Canario,25,PIT,NL,234,-8,-1,-1,9,-1,-2,-0.3,8,6,0.5,0.497,0.498,-0.4,0.8,-3,789H/D,,canaral01
283,Jasson Domínguez#,22,NYY,AL,429,1,2,0,-7,-5,-9,-0.9,15,6,0.5,0.493,0.494,1.3,-1.2,13,7HD,ROY-13,dominja01
284,Lourdes Gurriel Jr.,31,ARI,NL,546,-4,-1,0,-3,-5,-12,-1.3,19,7,0.5,0.490,0.492,0.8,-0.8,10,*7D/H,,gurrilo01
285,Cedric Mullins*,30,2TM,2LG,498,-3,1,1,-14,4,-11,-1.1,17,6,0.5,0.491,0.495,1.9,-1.1,20,*8/HD,,mullice01
285,Cedric Mullins*,30,BAL,AL,355,1,-1,1,-15,2,-11,-1.1,12,1,0.0,0.487,0.493,1.6,-1.3,16,8/DH,,mullice01
285,Cedric Mullins*,30,NYM,NL,143,-5,2,1,1,1,0,0.0,5,5,0.5,0.500,0.500,0.3,0.2,4,8/H,,mullice01
286,Johan Rojas,24,PHI,NL,172,-9,2,1,4,1,-1,-0.1,6,5,0.5,0.499,0.500,0.1,0.5,1,8H/D,,rojasjo03
287,Sal Stewart,21,CIN,NL,58,1,0,0,2,0,3,0.3,2,5,0.5,0.517,0.502,0.3,0.2,3,3/5H,,stewasa02
288,Tim Tawa,26,ARI,NL,225,-8,0,0,6,0,-2,-0.2,8,6,0.5,0.497,0.499,-0.1,0.6,0,4387H/59,,tawati01
289,Bryce Teodosio,26,LAA,AL,150,-10,1,0,7,1,-1,0.0,5,5,0.5,0.499,0.500,-0.3,0.9,-2,8,,teodobr01
290,Luis Urías,28,ATH,AL,330,-4,-1,-1,-3,3,-6,-0.6,11,5,0.5,0.493,0.496,0.8,0.0,8,4/5H,,uriaslu01
291,Cole Young*,21,SEA,AL,257,-7,0,-1,1,2,-4,-0.4,9,5,0.5,0.495,0.497,0.3,0.4,4,4/H6D,,youngco01
292,Riley Adams,29,WSN,NL,286,-13,0,0,3,5,-5,-0.6,10,5,0.4,0.493,0.497,0.1,0.8,2,2/H3D,,adamsri03
293,Josh Bell#,32,WSN,NL,533,6,-3,-2,-4,-10,-12,-1.3,18,6,0.4,0.491,0.492,0.9,-1.5,10,D3H,,belljo02
294,Oswaldo Cabrera#,26,NYY,AL,122,-1,0,1,-1,1,-1,0.0,4,4,0.4,0.499,0.500,0.5,0.0,5,5/H379,,cabreos01
295,Nathan Church*,24,STL,NL,65,-4,0,0,5,0,2,0.2,2,4,0.4,0.506,0.501,-0.2,0.5,-1,8/97H,,churcna01
296,Luis García Jr.*,25,WSN,NL,526,-2,1,2,-17,4,-12,-1.3,18,6,0.4,0.491,0.492,2.2,-1.4,23,*4H/3D,,garcilu04
297,Jonah Heim#,30,TEX,AL,433,-8,-1,-1,-5,5,-10,-1.1,15,4,0.4,0.491,0.493,0.9,0.0,9,2DH,,heimjo01
298,Jonathan India,28,KCR,AL,567,-6,-3,-1,-6,0,-15,-1.5,19,4,0.4,0.488,0.490,1.0,-0.6,10,4D75/H,,indiajo01
299,Jeremiah Jackson,25,BAL,AL,183,3,-2,-1,-2,-1,-2,-0.2,6,4,0.4,0.496,0.499,0.6,-0.3,6,95/HD4,,jacksje02
300,Kyle Manzardo*,24,CLE,AL,531,5,-1,-1,-7,-10,-13,-1.3,18,5,0.4,0.490,0.491,1.1,-1.8,12,D3H,,manzaky01
301,Salvador Perez,35,KCR,AL,641,-2,-3,-2,-12,2,-17,-1.7,22,5,0.4,0.489,0.489,1.6,-1.0,17,2D3,,perezsa02
302,Luis Rengifo#,28,LAA,AL,541,-17,0,1,0,4,-13,-1.4,18,5,0.4,0.490,0.491,0.4,0.5,5,54H/9768D,,rengilu01
303,Thomas Saggese,23,STL,NL,295,-7,0,1,-3,3,-6,-0.6,10,4,0.4,0.493,0.496,0.7,0.0,7,465/HD,,saggeth01
304,Chandler Simpson*,24,TBR,AL,441,-7,5,1,-9,0,-11,-1.1,15,4,0.4,0.490,0.493,1.3,-0.9,13,87/HD9,ROY-13,simpsch01
305,Dominic Smith*,30,SFG,NL,225,3,-1,-1,-1,-3,-3,-0.3,8,5,0.4,0.496,0.498,0.5,-0.4,6,3/HD9,,smithdo02
306,Pavin Smith*,29,ARI,NL,288,7,-1,0,-4,-6,-5,-0.5,10,5,0.4,0.494,0.497,0.9,-1.1,9,D3H,,smithpa04
307,Joey Wiemer,26,MIA,NL,61,-1,0,0,4,-1,2,0.2,2,4,0.4,0.508,0.501,0.0,0.4,0,9/H7,,wiemejo01
308,Dylan Moore,32,2TM,AL,243,-3,2,1,-2,-1,-4,-0.4,8,4,0.4,0.496,0.497,0.6,-0.3,6,H4935/6D8,,mooredy01
308,Dylan Moore,32,SEA,AL,213,-4,2,0,-2,-1,-5,-0.5,7,2,0.2,0.494,0.497,0.4,-0.3,4,H9435/6D8,,mooredy01
308,Dylan Moore,32,TEX,AL,30,1,0,0,0,0,1,0.1,1,2,0.2,0.505,0.501,0.2,0.0,2,4/HD39,,mooredy01
309,Jake Fraley*,30,2TM,NL,217,0,-1,0,0,-3,-4,-0.4,7,4,0.3,0.495,0.499,0.3,-0.3,4,9H/7D,,fraleja01
309,Jake Fraley*,30,CIN,NL,193,-1,-1,0,1,-2,-3,-0.3,7,4,0.4,0.496,0.498,0.3,-0.1,3,9H/7D,,fraleja01
309,Jake Fraley*,30,ATL,NL,24,0,0,0,-1,0,-1,-0.1,1,0,0.0,0.489,0.499,0.1,-0.1,1,/9H7D,,fraleja01
310,Jhonny Pereda,29,2TM,AL,78,-1,0,0,0,2,1,0.1,3,4,0.3,0.503,0.500,0.3,0.2,3,2/1H,,peredjh01
310,Jhonny Pereda,29,ATH,AL,46,-2,0,0,-1,1,-2,-0.2,2,0,-0.1,0.489,0.499,0.0,0.0,1,2/1H,,peredjh01
310,Jhonny Pereda,29,MIN,AL,32,1,0,0,1,1,3,0.3,1,4,0.4,0.525,0.502,0.3,0.2,3,2,,peredjh01
311,Dylan Crews,23,WSN,NL,322,-8,1,0,2,-2,-7,-0.7,11,4,0.3,0.492,0.496,0.1,0.0,2,98/D,,crewsdy01
312,Oneil Cruz*,26,PIT,NL,544,-9,5,1,-14,4,-14,-1.4,19,5,0.3,0.490,0.491,1.8,-1.1,19,*8H/D,,cruzon01
313,Dominic Fletcher*,27,CHW,AL,34,0,0,0,2,0,1,0.2,1,3,0.3,0.513,0.501,0.1,0.2,1,/987,,fletcdo01
314,Wilmer Flores,33,SFG,NL,463,0,-2,-2,1,-9,-11,-1.2,16,4,0.3,0.491,0.493,0.2,-0.8,3,D3H/5,,florewi01
315,Troy Johnston*,28,MIA,NL,121,2,-1,0,1,-2,-1,-0.1,4,3,0.3,0.498,0.499,0.2,-0.1,2,397/HD,,johnstr02
316,Andrew Knizner,30,SFG,NL,88,0,0,0,-2,2,0,0.0,3,3,0.3,0.500,0.500,0.5,0.0,5,2/DH,,kniznan01
317,Korey Lee,26,CHW,AL,40,2,0,0,-1,1,2,0.2,1,3,0.3,0.506,0.501,0.4,0.0,4,2H/D17,,leeko01
318,Brice Matthews,23,HOU,AL,47,-1,1,0,1,0,2,0.2,2,3,0.3,0.513,0.501,0.2,0.2,2,4/H5,,matthbr01
319,Reese McGuire*,30,CHC,NL,140,-2,0,0,-2,3,-1,-0.1,5,4,0.3,0.498,0.499,0.5,0.1,6,2/H1,,mcguire01
320,Parker Meadows*,25,DET,AL,213,-8,2,1,-1,2,-4,-0.4,7,3,0.3,0.492,0.497,0.4,0.1,4,8/H,,meadopa01
321,Joey Ortiz,26,MIL,NL,506,-22,3,1,-2,8,-13,-1.3,17,5,0.3,0.491,0.492,0.6,0.6,7,*6/H,,ortizjo06
322,Blake Perkins#,28,MIL,NL,171,-4,1,0,0,1,-2,-0.3,6,4,0.3,0.495,0.498,0.3,0.1,3,8/HD,,perkibl01
323,Ryan Ritter,24,COL,NL,207,-8,1,0,1,3,-4,-0.4,7,3,0.3,0.493,0.498,0.2,0.4,2,64/H,,rittery01
324,Amed Rosario,29,2TM,2LG,191,2,1,-1,-6,1,-3,-0.3,7,4,0.3,0.495,0.499,0.9,-0.5,10,54H/9D16,,rosaram01
324,Amed Rosario,29,WSN,NL,158,1,1,0,-5,1,-2,-0.2,5,3,0.3,0.495,0.499,0.8,-0.4,8,54H/D169,,rosaram01
324,Amed Rosario,29,NYY,AL,33,1,0,0,-1,0,-1,-0.1,1,1,0.0,0.496,0.500,0.2,-0.1,2,/59H4,,rosaram01
325,José Tena*,24,WSN,NL,169,-2,0,0,-2,1,-3,-0.3,6,3,0.3,0.495,0.498,0.5,-0.1,5,5/4HD,,tenajo01
326,Brett Wisely*,26,2TM,NL,63,-2,-1,1,3,1,1,0.1,2,3,0.3,0.504,0.501,0.0,0.4,0,4/H56D,,wiselbr01
326,Brett Wisely*,26,SFG,NL,54,-2,-1,1,3,0,1,0.1,2,3,0.3,0.505,0.501,0.0,0.4,0,4/H56D,,wiselbr01
326,Brett Wisely*,26,ATL,NL,9,-1,0,0,0,0,0,0.0,0,0,0.0,0.496,0.500,0.0,0.0,0,/4H,,wiselbr01
327,Nick Yorke,23,PIT,NL,72,-3,1,0,2,0,0,0.0,2,3,0.3,0.502,0.500,0.1,0.2,1,4/395H,,yorkeni01
328,Daniel Johnson*,29,2TM,2LG,57,-3,0,0,3,0,1,0.1,2,3,0.3,0.502,0.500,-0.1,0.3,0,H9/87,,johnsda07
328,Daniel Johnson*,29,SFG,NL,31,-2,0,0,2,0,1,0.1,1,2,0.2,0.506,0.501,0.0,0.2,0,/H897,,johnsda07
328,Daniel Johnson*,29,BAL,AL,26,-1,0,0,1,0,0,0.0,1,1,0.1,0.499,0.500,0.0,0.1,0,/H798,,johnsda07
329,Ha-Seong Kim,29,2TM,2LG,191,-4,1,0,-3,3,-4,-0.4,7,3,0.3,0.492,0.499,0.6,0.0,6,6/4H,,kimha01
329,Ha-Seong Kim,29,TBR,AL,93,-3,1,0,-1,1,-2,-0.2,3,1,0.1,0.492,0.499,0.2,0.0,2,6/4,,kimha01
329,Ha-Seong Kim,29,ATL,NL,98,-1,0,0,-2,1,-2,-0.2,3,2,0.1,0.493,0.499,0.3,-0.1,4,6/H,,kimha01
330,Brandon Lockridge,28,2TM,NL,148,-8,1,0,5,-1,-3,-0.3,5,2,0.2,0.496,0.498,-0.3,0.4,-3,78H9/D,,lockrbr01
330,Brandon Lockridge,28,SDP,NL,95,-7,1,0,2,-1,-5,-0.5,3,-2,-0.2,0.489,0.497,-0.4,0.1,-4,78H/9,,lockrbr01
330,Brandon Lockridge,28,MIL,NL,53,-1,1,0,3,0,2,0.2,2,4,0.4,0.512,0.501,0.1,0.3,1,/89H7D,,lockrbr01
331,Akil Baddoo*,26,DET,AL,18,-2,0,0,4,0,2,0.2,1,2,0.2,0.526,0.501,-0.2,0.4,-2,/798H,,baddoak01
332,Steward Berroa#,26,MIL,NL,6,0,0,0,2,0,2,0.2,0,2,0.2,0.609,0.501,0.0,0.2,0,/8,,berrost01
333,Jon Berti,35,CHC,NL,107,-6,1,1,3,1,-1,-0.1,4,3,0.2,0.498,0.499,-0.1,0.4,0,5H4/19D,,bertijo01
334,Ezequiel Durán,26,TEX,AL,219,-10,1,1,3,0,-5,-0.5,7,3,0.2,0.494,0.497,-0.2,0.4,-1,63H45/91D7,,duranez01
335,Ryan Fitzgerald*,31,MIN,AL,53,0,0,0,-1,1,0,0.1,2,2,0.2,0.502,0.500,0.3,0.0,3,/46H513D,,fitzgry01
336,Alex Freeland#,23,LAD,NL,97,-4,0,-1,2,1,-1,-0.1,3,2,0.2,0.497,0.499,0.0,0.3,0,54/H,,freelal01
337,Tristan Gray*,29,TBR,AL,86,-1,0,0,0,1,-1,-0.1,3,2,0.2,0.498,0.500,0.2,0.1,2,4/635H,,graytr01
338,Eric Haase,32,MIL,NL,77,-2,0,0,0,1,-1,-0.1,3,2,0.2,0.497,0.500,0.2,0.1,2,2/DH,,haaseer01
339,Dustin Harris*,25,TEX,AL,43,-1,0,0,3,0,1,0.1,1,2,0.2,0.505,0.501,-0.1,0.3,-1,/7H89D,,harridu01
340,Kiké Hernández,33,LAD,NL,256,-9,0,-1,6,-1,-5,-0.5,9,4,0.2,0.494,0.497,-0.4,0.5,-2,357H4/81D,,hernaen02
341,Rafael Marchán#,26,PHI,NL,118,-6,-1,1,2,2,-2,-0.2,4,2,0.2,0.496,0.499,0.0,0.4,0,2/H,,marchra01
342,Miles Mastrobuoni*,29,SEA,AL,175,-3,1,1,-2,0,-4,-0.4,6,2,0.2,0.495,0.498,0.4,-0.2,4,H5497/13D,,mastrmi01
343,Marcelo Mayer*,22,BOS,AL,136,-2,-1,1,-1,1,-2,-0.2,5,2,0.2,0.495,0.499,0.3,0.0,3,5/4H6,,mayerma01
344,Coby Mayo,23,BAL,AL,294,-3,1,0,-2,-4,-8,-0.8,10,2,0.2,0.490,0.495,0.4,-0.6,4,3/DH5,,mayoco01
345,Drew Millas#,27,WSN,NL,55,2,0,0,-3,1,0,0.0,2,2,0.2,0.499,0.500,0.5,-0.2,5,2/DH,,milladr01
346,Brian Navarreto,30,MIA,NL,15,0,0,0,1,0,2,0.2,1,2,0.2,0.521,0.501,0.1,0.1,1,/2,,navarbr01
347,Alejandro Osuna*,22,TEX,AL,176,-4,-1,0,4,-3,-4,-0.4,6,2,0.2,0.493,0.497,-0.3,0.2,-2,79/DH8,,osunaal02
348,Liover Peguero,24,PIT,NL,88,-2,0,0,0,1,-1,-0.1,3,2,0.2,0.496,0.499,0.2,0.1,2,6/3H4,,pegueli01
349,Yohel Pozo,28,STL,NL,168,-5,0,0,-1,2,-3,-0.3,6,3,0.2,0.495,0.498,0.3,0.1,3,2H/3D,,pozoyo01
350,Jake Rogers,30,DET,AL,142,-4,1,0,-1,3,-2,-0.2,5,2,0.2,0.495,0.498,0.3,0.2,3,2/1HD,,rogerja03
351,Dalton Rushing*,24,LAD,NL,155,-7,1,1,1,2,-3,-0.3,5,3,0.2,0.495,0.498,0.1,0.3,2,2/H3D,,rushida01
352,Max Schuemann,28,ATH,AL,213,-9,-1,-1,3,3,-5,-0.5,7,3,0.2,0.495,0.497,-0.1,0.6,0,45H6/789D,,schuema01
353,Tyler Tolbert,27,KCR,AL,57,0,2,0,-2,0,0,0.0,2,2,0.2,0.501,0.500,0.4,-0.2,4,H87/4695D,,tolbety01
354,Ildemaro Vargas#,33,ARI,NL,121,-3,-1,0,3,0,-2,-0.2,4,2,0.2,0.495,0.499,-0.1,0.3,-1,43/H5D6,,vargail01
355,Christian Walker,34,HOU,AL,640,-3,-1,0,-7,-7,-19,-1.9,22,3,0.2,0.487,0.488,0.9,-1.5,10,*3/DH,,walkech02
356,Masataka Yoshida*,31,BOS,AL,205,0,-1,0,0,-4,-5,-0.5,7,2,0.2,0.490,0.497,0.2,-0.4,2,D/H79,,yoshima02
357,Nathaniel Lowe*,29,2TM,2LG,609,-5,-3,2,-4,-7,-18,-1.9,21,3,0.1,0.488,0.491,0.6,-1.2,7,*3/HD,,lowena01
357,Nathaniel Lowe*,29,WSN,NL,490,-7,-3,2,-4,-6,-18,-1.9,17,-1,-0.3,0.484,0.489,0.2,-1.0,3,*3/DH,,lowena01
357,Nathaniel Lowe*,29,BOS,AL,119,2,-1,0,0,-2,0,0.0,4,4,0.4,0.500,0.500,0.4,-0.2,4,3/HD,,lowena01
358,Vidal Bruján#,27,3TM,2LG,95,-3,0,0,1,0,-1,-0.1,3,2,0.1,0.498,0.499,0.0,0.1,1,H56/9748D1,,brujavi01
358,Vidal Bruján#,27,2TM,NL,94,-3,0,0,1,0,-2,-0.2,3,1,0.1,0.497,0.499,0.0,0.1,0,H56/974D18,,brujavi01
358,Vidal Bruján#,27,CHC,NL,47,-3,0,0,-2,0,-5,-0.5,2,-4,-0.4,0.485,0.497,-0.2,-0.2,-2,H5/749D68,,brujavi01
358,Vidal Bruján#,27,BAL,AL,1,0,0,0,0,0,1,0.1,0,1,0.1,0.550,0.500,0.1,0.0,1,/8,,brujavi01
358,Vidal Bruján#,27,ATL,NL,47,0,0,0,3,1,3,0.4,2,5,0.5,0.515,0.502,0.2,0.4,2,6/H591,,brujavi01
359,Nick Ahmed,35,TEX,AL,10,-1,0,0,1,0,0,0.0,0,1,0.1,0.503,0.500,-0.1,0.1,-1,/6,,ahmedni01
360,Kevin Alcántara,22,CHC,NL,12,1,0,0,0,0,0,0.0,0,1,0.1,0.503,0.500,0.1,0.0,1,/8H7D9,,alcanke01
361,Tyler Black*,24,MIL,NL,13,1,0,0,-1,0,0,0.0,0,0,0.1,0.499,0.500,0.2,-0.1,1,/H379,,blackty01
362,Griffin Conine*,27,MIA,NL,86,1,0,0,-2,-1,-2,-0.2,3,1,0.1,0.492,0.499,0.3,-0.3,3,7/9DH,,coningr01
363,Zach Dezenzo,25,HOU,AL,109,-1,1,0,-1,-2,-3,-0.3,4,1,0.1,0.491,0.498,0.2,-0.3,2,79/D3H,,dezenza01
364,Brenton Doyle,27,COL,NL,538,-20,3,-2,0,4,-16,-1.7,18,2,0.1,0.488,0.490,0.1,0.3,2,*8/HD,,doylebr02
365,Nate Eaton,28,BOS,AL,90,0,1,0,-3,0,-2,-0.2,3,1,0.1,0.496,0.499,0.4,-0.4,4,95/H871D,,eatonna01
366,J.C. Escarra*,30,NYY,AL,98,-2,0,0,-2,1,-3,-0.3,3,1,0.1,0.493,0.498,0.3,-0.1,3,2/3H5D,,escarjc01
367,Nolan Gorman*,25,STL,NL,402,-7,-2,1,-4,0,-12,-1.2,14,2,0.1,0.489,0.493,0.5,-0.4,6,54D/H3,,gormano01
368,Petey Halpin*,23,CLE,AL,8,0,0,0,0,0,1,0.1,0,1,0.1,0.512,0.500,0.1,0.0,1,/8H7,,halpipe01
369,Brewer Hicklen,29,DET,AL,4,1,0,0,0,0,1,0.1,0,1,0.1,0.617,0.501,0.1,0.0,1,/8,,hicklbr01
370,Corey Julks,29,CHW,AL,13,-1,0,0,1,0,0,0.0,0,1,0.1,0.506,0.500,0.0,0.1,0,/7DH,,julksco01
371,C.J. Kayfus*,23,CLE,AL,138,-1,1,1,-1,-2,-3,-0.3,5,2,0.1,0.493,0.498,0.2,-0.3,3,93/HD,,kayfucj01
372,Max Kepler*,32,PHI,NL,474,-9,0,-1,1,-5,-14,-1.5,16,3,0.1,0.489,0.491,0.0,-0.4,1,*79H/8,,keplema01
373,Trevor Larnach*,28,MIN,AL,567,2,-2,-3,-5,-9,-18,-1.8,19,2,0.1,0.487,0.488,0.6,-1.5,7,D97H,,larnatr01
374,Trey Lipscomb,25,WSN,NL,4,0,0,0,0,0,0,0.0,0,1,0.1,0.512,0.500,0.1,0.0,1,/356H,,lipsctr01
375,Josh Lowe*,27,TBR,AL,435,-11,3,2,-3,-4,-13,-1.3,15,2,0.1,0.487,0.491,0.4,-0.7,5,9/HD,,lowejo01
376,Vimael Machín*,31,BAL,AL,12,-1,0,0,1,0,0,0.0,0,1,0.1,0.506,0.500,-0.1,0.1,0,/5,,machivi01
377,Andrew McCutchen,38,PIT,NL,551,-4,-2,-1,2,-10,-16,-1.7,19,3,0.1,0.488,0.490,-0.1,-0.9,1,*D/H97,,mccutan01
378,Víctor Mesa Jr.*,23,MIA,NL,38,-1,1,0,0,0,0,0.0,1,1,0.1,0.498,0.500,0.1,0.0,1,/798H,,mesavi01
379,Coco Montes,28,TBR,AL,10,-1,0,0,1,0,0,0.0,0,0,0.1,0.502,0.500,-0.1,0.1,-1,/457,,monteco01
380,Christian Moore,22,LAA,AL,184,-5,1,0,-3,2,-6,-0.6,6,1,0.1,0.489,0.496,0.4,-0.1,4,4/H,,moorech03
381,Ryan Mountcastle,28,BAL,AL,357,-4,1,-1,-1,-6,-11,-1.1,12,2,0.1,0.487,0.493,0.2,-0.7,3,3D/H,,mountry01
382,Ryne Nelson,27,ARI,NL,1,0,0,0,0,0,1,0.1,0,1,0.1,0.567,0.500,0.1,0.0,1,1/H,,nelsory01
383,Jonathan Ornelas,25,2TM,2LG,10,-1,0,0,1,0,1,0.1,0,1,0.1,0.517,0.500,0.0,0.1,0,/645,,orneljo01
383,Jonathan Ornelas,25,TEX,AL,6,-1,0,0,1,0,0,0.0,0,0,0.0,0.506,0.500,-0.1,0.1,-1,/64,,orneljo01
383,Jonathan Ornelas,25,ATL,NL,4,0,0,0,0,0,1,0.1,0,1,0.1,0.541,0.501,0.1,0.0,1,/65,,orneljo01
384,Bryan Ramos,23,CHW,AL,12,-1,0,0,1,0,0,0.0,0,1,0.1,0.507,0.500,0.0,0.1,0,/5H,,ramosbr01
385,John Rave*,27,KCR,AL,175,-8,1,1,4,-2,-4,-0.5,6,2,0.1,0.494,0.497,-0.3,0.2,-2,978/HD,,ravejo01
386,Emmanuel Rivera,29,BAL,AL,127,-5,0,0,2,0,-3,-0.4,4,1,0.1,0.492,0.498,-0.2,0.2,-1,5/3HD1,,riverem01
387,Nick Sogard#,27,BOS,AL,104,-1,-2,0,1,0,-2,-0.2,4,1,0.1,0.492,0.499,0.0,0.1,0,3/54H96,,sogarni01
388,CJ Stubbs,28,WSN,NL,3,-1,0,0,1,0,0,0.0,0,0,0.1,0.536,0.500,-0.1,0.1,-1,/2,,stubbcj01
389,Michael A. Taylor,34,CHW,AL,325,-13,-1,-1,8,-3,-9,-1.0,11,2,0.1,0.493,0.494,-0.7,0.6,-6,*879H/D,,taylomi02
390,Alek Thomas*,25,ARI,NL,469,-12,-1,3,-7,3,-14,-1.4,16,3,0.1,0.490,0.491,0.8,-0.4,9,*8/HD,,thomaal01
391,Chadwick Tromp,30,2TM,2LG,22,-1,0,0,1,0,0,0.0,1,1,0.1,0.497,0.500,-0.1,0.2,0,/2,,trompch01
391,Chadwick Tromp,30,ATL,NL,6,-1,0,0,1,0,-1,-0.1,0,0,0.0,0.473,0.500,-0.1,0.1,-1,/2,,trompch01
391,Chadwick Tromp,30,BAL,AL,16,0,0,0,0,0,0,0.0,1,1,0.1,0.505,0.500,0.1,0.0,1,/2,,trompch01
392,Enmanuel Valdéz*,26,PIT,NL,102,-2,0,0,2,-1,-2,-0.2,3,2,0.1,0.494,0.499,-0.1,0.1,0,3/4H9,,valdeen01
393,Austin Wells*,25,NYY,AL,448,-4,0,-1,-16,8,-13,-1.4,15,2,0.1,0.489,0.491,1.8,-0.8,18,*2/HD,,wellsau01
394,Jared Young*,29,NYM,NL,47,0,0,0,1,-1,-1,-0.1,2,1,0.1,0.496,0.499,-0.1,0.0,0,D/H137,,youngja02
395,Blaine Crim,28,2TM,2LG,74,-1,0,0,0,-1,-2,-0.2,3,0,0.0,0.489,0.500,0.0,-0.1,1,3/DH,,crimbl01
395,Blaine Crim,28,TEX,AL,13,-2,0,0,0,0,-3,-0.3,0,-2,-0.2,0.445,0.498,-0.2,0.0,-2,/3DH,,crimbl01
395,Blaine Crim,28,COL,NL,61,1,0,0,0,-1,1,0.1,2,3,0.3,0.503,0.500,0.3,-0.1,3,3/D,,crimbl01
396,Bryan Abreu,28,HOU,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,abreubr01
397,Maximo Acosta,22,MIA,NL,61,0,-1,0,-2,1,-2,-0.2,2,0,0.0,0.487,0.499,0.2,-0.1,2,5/46,,acostma02
398,Zach Agnos,24,COL,NL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,agnosza01
399,Keegan Akin*,30,BAL,AL,0,0,0,0,0,0,0,0.0,0,0,0.0,0.500,0.500,0.0,0.0,0,1,,akinke01
